,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2,log10_pvalue
AC141424.1,0.8958,0.10419999999999996,2.151404959647855,1.2926779e-06,7.3092434e-07,0.0,0.25,0.40722546,0.39524937,1.727815,-6.5323906,6.9477425,0.0,0.0,0.0,0.0,0.0,0.0,True,NK cell vs cDC,NK cell,cDC,0.9821322810364945
CD80,0.8954,0.10460000000000003,2.1471269097419454,1.0073554e-06,7.1406976e-07,0.0,0.25,0.5099545,0.6091671,1.8465657,-8.634314,6.7047787,0.0015564202,0.0,0.0015564202334630351,0.0,0.029762235,0.0,True,NK cell vs cDC,NK cell,cDC,0.9804683154687445
USP46,0.8952,0.1048,2.144993300861619,2.5044907e-05,4.6386616e-05,0.0,0.25,-1.1020002,-1.0863934,1.3895892,-6.1898756,4.810855,0.021011673,0.102564104,0.021011673151750974,0.09230769230769231,0.40847614,0.3793299,True,NK cell vs cDC,NK cell,cDC,0.9796387173522921
TIMM22,0.8952,0.1048,2.144993300861619,0.00014485531,7.07156e-05,0.0,0.25,1.0041721,1.0240602,0.7972051,-2.3972101,3.5004597,0.09649806,0.18461539,0.0933852140077821,0.1641025641025641,1.4394325,0.58387923,True,NK cell vs cDC,NK cell,cDC,0.9796387173522921
AK3,0.895,0.10499999999999998,2.1428632840524258,0.00019004646,9.304043e-05,0.0,0.25,1.0598568,1.0863943,0.8128911,-3.5848198,3.6033192,0.10817121,0.2717949,0.09883268482490272,0.2358974358974359,1.6614927,0.9205316,True,NK cell vs cDC,NK cell,cDC,0.978810700930062
MTRNR2L11,0.8948,0.10519999999999996,2.1407368454310176,1.259946e-06,1.0703549e-06,0.0,0.25,0.014064294,-0.016115189,1.8814509,-7.7681465,6.548229,0.0007782101,0.0051282053,0.0007782101167315176,0.005128205128205128,0.0041548857,0.017968481,True,NK cell vs cDC,NK cell,cDC,0.9779842601822799
OMG,0.8948,0.10519999999999996,2.1407368454310176,1.8869351e-06,2.68827e-06,0.0,0.25,-0.9649386,-1.0163021,1.6444006,-6.4330597,6.2876396,0.0007782101,0.0,0.0007782101167315176,0.0,0.0020166107,0.0,True,NK cell vs cDC,NK cell,cDC,0.9779842601822799
AC009403.2,0.8942,0.1058,2.134378861040908,2.426673e-06,1.0643337e-06,0.0,0.25,0.9009964,0.9547539,1.4956862,-5.852289,5.981518,0.0015564202,0.0,0.0015564202334630351,0.0,0.019300519,0.0,True,NK cell vs cDC,NK cell,cDC,0.9755143323008331
TNFRSF17,0.8942,0.1058,2.134378861040908,2.2359043e-06,6.0759194e-06,0.0,0.25,-0.6661983,-0.46905613,2.1723177,-11.682548,6.8940954,0.0007782101,0.0,0.0007782101167315176,0.0,0.015471373,0.0,True,NK cell vs cDC,NK cell,cDC,0.9755143323008331
MAFTRR,0.8942,0.1058,2.134378861040908,1.1452655e-06,1.967307e-06,0.0,0.25,-0.8942502,-0.86632633,1.6802454,-7.2695923,4.505682,0.0,0.0051282053,0.0,0.005128205128205128,0.0,0.019610727,True,NK cell vs cDC,NK cell,cDC,0.9755143323008331
RASGEF1B,0.8938,0.10619999999999996,2.1301578447177443,3.837132e-05,8.503168e-05,0.0,0.25,-1.1382492,-1.1314611,1.2195178,-6.05935,2.8938198,0.028015565,0.1948718,0.026459143968871595,0.1641025641025641,0.39779496,0.8485163,True,NK cell vs cDC,NK cell,cDC,0.9738754832545499
DUSP28,0.8936,0.10640000000000005,2.128052588053178,8.193384e-05,4.4741188e-05,0.0,0.25,0.873271,0.92547035,0.8476267,-2.9013748,4.167451,0.050583657,0.11282051,0.0490272373540856,0.11282051282051282,0.80723,0.37901515,True,NK cell vs cDC,NK cell,cDC,0.9730583720409705
AC092803.1,0.8934,0.10660000000000003,2.125950814570843,1.1258686e-05,2.2772052e-05,0.0,0.25,-0.99983215,-1.0277271,1.2154288,-4.8912706,3.5766735,0.005447471,0.06666667,0.005447470817120622,0.06666666666666667,0.08481219,0.2583037,True,NK cell vs cDC,NK cell,cDC,0.9722427953094465
PAF1,0.8926,0.10740000000000005,2.1175782882137657,0.00014097098,7.7641685e-05,0.0,0.25,0.87421894,0.890038,0.6671708,-2.4223156,3.3465862,0.083268486,0.16923077,0.07782101167315175,0.14871794871794872,1.2485317,0.5154309,True,NK cell vs cDC,NK cell,cDC,0.9689957186364629
LYNX1,0.8926,0.10740000000000005,2.1175782882137657,8.4119466e-07,8.207187e-07,0.0,0.25,-0.32757673,-0.3231783,1.8980373,-6.974703,6.629589,0.0007782101,0.0,0.0007782101167315176,0.0,0.008349894,0.0,True,NK cell vs cDC,NK cell,cDC,0.9689957186364629
PPFIA1,0.8924,0.10760000000000003,2.115493733099632,0.00011248164,5.9921826e-05,0.0,0.25,0.9249766,0.93951464,0.6967478,-2.0335894,3.4230528,0.06848249,0.16410257,0.06381322957198443,0.14871794871794872,1.0017301,1.033734,True,NK cell vs cDC,NK cell,cDC,0.9681877286696295
FRMD6,0.8922,0.1078,2.113412582663143,7.765646e-07,5.993634e-07,0.0,0.25,-0.052437946,-0.012097359,1.9531617,-7.7128735,7.0123386,0.0007782101,0.0,0.0007782101167315176,0.0,0.0041548857,0.0,True,NK cell vs cDC,NK cell,cDC,0.9673812391492801
YBX1,0.892,0.10799999999999998,2.1113348240739636,0.0034391903,0.0053231698,0.0,0.25,-0.633144,-0.66611123,0.37808123,-2.0752854,1.5813603,2.4498055,14.128205,0.8505836575875486,0.9846153846153847,33.486244,51.87667,True,NK cell vs cDC,NK cell,cDC,0.9665762445130504
CCR5,0.8918,0.10819999999999996,2.1092604445728345,5.414176e-05,2.9516223e-05,0.0,0.25,0.48422086,0.6707721,1.6738799,-7.830059,8.705208,0.039688718,0.092307694,0.03813229571984436,0.09230769230769231,0.5759952,0.3963026,True,NK cell vs cDC,NK cell,cDC,0.9657727392294495
AL354740.1,0.8918,0.10819999999999996,2.1092604445728345,5.861662e-06,1.1105781e-05,0.0,0.25,-1.0248122,-1.0404272,1.1193806,-5.4186487,3.1587944,0.0023346303,0.046153847,0.0023346303501945525,0.046153846153846156,0.026655965,0.16930616,True,NK cell vs cDC,NK cell,cDC,0.9657727392294495
TXNDC15,0.8916,0.10840000000000005,2.107189431471041,0.00016980509,8.8707435e-05,0.0,0.25,0.8647302,0.9023676,0.7709722,-2.8771667,3.194684,0.10194553,0.26153848,0.0980544747081712,0.22564102564102564,1.3533983,1.0122397,True,NK cell vs cDC,NK cell,cDC,0.9649707177976317
BAD,0.8914,0.10860000000000003,2.1051217721499014,0.00022091968,0.00012913594,0.0,0.25,0.8178545,0.8826518,0.6655106,-2.331502,2.71636,0.13151751,0.26666668,0.12762645914396886,0.2358974358974359,1.8971771,1.0466162,True,NK cell vs cDC,NK cell,cDC,0.9641701747471717
HIST1H1B,0.8914,0.10860000000000003,2.1051217721499014,6.410922e-06,1.0896435e-05,0.0,0.25,-0.6683677,-0.7285757,1.6309534,-5.8999395,5.704258,0.006225681,0.03076923,0.0062256809338521405,0.03076923076923077,0.08898018,0.096187115,True,NK cell vs cDC,NK cell,cDC,0.9641701747471717
AC087501.4,0.8914,0.10860000000000003,2.1051217721499014,2.6169123e-06,4.2659467e-06,0.0,0.25,-0.86169696,-0.8885517,1.4794021,-6.625183,4.9176598,0.0015564202,0.015384615,0.0015564202334630351,0.015384615384615385,0.020287829,0.047241036,True,NK cell vs cDC,NK cell,cDC,0.9641701747471717
AC093677.2,0.8912,0.10880000000000001,2.1030574540602425,1.7393651e-06,2.544499e-06,0.0,0.25,-0.7004418,-0.7183571,1.5238154,-5.7401333,4.615408,0.0015564202,0.0051282053,0.0015564202334630351,0.005128205128205128,0.023120997,0.02221926,True,NK cell vs cDC,NK cell,cDC,0.9633711046378388
ICA1,0.8912,0.10880000000000001,2.1030574540602425,1.4106914e-05,6.19291e-06,0.0,0.25,0.9307655,0.9638667,1.4228607,-4.2577515,6.37422,0.007782101,0.020512821,0.007782101167315175,0.015384615384615385,0.11013518,0.060357984,True,NK cell vs cDC,NK cell,cDC,0.9633711046378388
HIST2H2AA3,0.891,0.10899999999999999,2.1009964647218955,2.387381e-06,4.1123294e-06,0.0,0.25,-1.1139836,-1.1479855,1.2393647,-6.0904007,4.1124096,0.0015564202,0.010256411,0.0015564202334630351,0.010256410256410256,0.016817769,0.032284286,True,NK cell vs cDC,NK cell,cDC,0.9625735020593764
DDA1,0.891,0.10899999999999999,2.1009964647218955,0.00020089686,0.00011358701,0.0,0.25,0.8523668,0.88745546,0.721746,-2.1294565,3.111331,0.1385214,0.25641027,0.12918287937743192,0.23076923076923078,2.090002,0.99090934,True,NK cell vs cDC,NK cell,cDC,0.9625735020593764
LINC01963,0.8908,0.10919999999999996,2.0989387917231856,3.8085493e-06,1.648759e-06,0.0,0.25,1.0715303,1.061326,1.2762451,-4.514841,6.1807175,0.0046692607,0.0051282053,0.004669260700389105,0.005128205128205128,0.05820704,0.018965255,True,NK cell vs cDC,NK cell,cDC,0.9617773616312817
FAM120AOS,0.8906,0.10940000000000005,2.096884422720432,0.00019693689,0.00010726751,0.0,0.25,0.8892033,0.8922601,0.6820905,-2.5212984,3.36942,0.14085603,0.3025641,0.13151750972762646,0.2564102564102564,2.0228763,1.0909618,True,NK cell vs cDC,NK cell,cDC,0.9609826780025879
ZBTB8B,0.8906,0.10940000000000005,2.096884422720432,3.6771794e-06,1.7956069e-06,0.0,0.25,0.55954033,0.6178217,1.5093517,-5.253256,6.405924,0.0023346303,0.0051282053,0.0023346303501945525,0.005128205128205128,0.04181974,0.017454749,True,NK cell vs cDC,NK cell,cDC,0.9609826780025879
RHOU,0.8906,0.10940000000000005,2.096884422720432,2.251686e-05,3.7874972e-05,0.0,0.25,-1.0246979,-0.9895773,1.5562251,-7.147539,4.901472,0.014785992,0.10769231,0.013229571984435798,0.1076923076923077,0.19493037,0.44102374,True,NK cell vs cDC,NK cell,cDC,0.9609826780025879
SELENOP,0.8904,0.10960000000000003,2.094833345437455,1.1360908e-06,7.4863704e-07,0.0,0.25,0.23871924,0.22946167,1.7775439,-6.2138577,6.1811657,0.0007782101,0.0,0.0007782101167315176,0.0,0.0061616004,0.0,True,NK cell vs cDC,NK cell,cDC,0.9601894458516496
MNAT1,0.8902,0.10980000000000001,2.0927855476650774,0.000104167666,5.2283533e-05,0.0,0.25,0.9953918,1.0168538,0.93423355,-3.6370487,4.1850348,0.0692607,0.14871795,0.06381322957198443,0.1282051282051282,0.8856822,0.57891095,False,NK cell vs cDC,NK cell,cDC,0.9593976598859268
AC005534.1,0.89,0.10999999999999999,2.0907410172606378,3.045482e-06,4.4672447e-06,0.0,0.25,-0.7596987,-0.72472286,1.7172672,-7.692156,6.608508,0.0007782101,0.015384615,0.0007782101167315176,0.015384615384615385,0.004421648,0.062171925,False,NK cell vs cDC,NK cell,cDC,0.958607314841775
ABCA6,0.89,0.10999999999999999,2.0907410172606378,1.7867172e-06,2.5810323e-06,0.0,0.25,-0.66368884,-0.58738136,1.7508026,-7.2671022,5.6502256,0.0007782101,0.0051282053,0.0007782101167315176,0.005128205128205128,0.015110876,0.018217424,False,NK cell vs cDC,NK cell,cDC,0.958607314841775
GALNT3,0.8898,0.11019999999999996,2.0886997421475106,2.8239221e-05,4.70742e-05,0.0,0.25,-0.9639464,-0.9947171,1.2538295,-5.8235283,4.9312925,0.019455252,0.12820514,0.0178988326848249,0.12307692307692308,0.27225277,0.47353718,False,NK cell vs cDC,NK cell,cDC,0.9578184054842339
CEBPG,0.8896,0.11040000000000005,2.0866617103146234,9.8374156e-05,0.00017458253,0.0,0.25,-0.8473376,-0.9033575,0.86766833,-3.657545,2.9723024,0.06225681,0.46153846,0.05680933852140078,0.37948717948717947,0.85545486,1.679731,False,NK cell vs cDC,NK cell,cDC,0.9570309266068197
AC010280.2,0.8894,0.11060000000000003,2.0846269098159875,7.439149e-07,1.0322744e-06,0.0,0.25,-0.73573774,-0.696785,1.7618052,-6.7847004,6.1399593,0.0,0.0,0.0,0.0,0.0,0.0,False,NK cell vs cDC,NK cell,cDC,0.9562448730313204
FAS,0.8894,0.11060000000000003,2.0846269098159875,7.819029e-05,3.7213806e-05,0.0,0.25,0.8409447,0.82744503,1.53555,-4.805497,7.625844,0.049805447,0.10769231,0.04824902723735409,0.10256410256410256,0.9357062,0.37976435,False,NK cell vs cDC,NK cell,cDC,0.9562448730313204
PPDPF,0.8894,0.11060000000000003,2.0846269098159875,0.0034222621,0.00193083,0.0,0.25,0.8103272,0.87440014,0.48276234,-1.3093681,2.576129,2.3400779,5.2410254,0.8428015564202335,0.9435897435897436,33.073257,19.948706,False,NK cell vs cDC,NK cell,cDC,0.9562448730313204
PLCB3,0.8892,0.11080000000000001,2.082595328770218,1.5168775e-05,2.7568147e-05,0.0,0.25,-1.1759121,-1.1904974,1.2619752,-5.874485,3.9164553,0.007782101,0.06666667,0.007782101167315175,0.06666666666666667,0.11205503,0.25628746,False,NK cell vs cDC,NK cell,cDC,0.955460239607589
PLXNA4,0.8892,0.11080000000000001,2.082595328770218,1.0668929e-06,2.161857e-06,0.0,0.25,-0.88264024,-0.8650093,1.6061293,-7.29961,7.6743393,0.0007782101,0.010256411,0.0007782101167315176,0.010256410256410256,0.017646488,0.034769937,False,NK cell vs cDC,NK cell,cDC,0.955460239607589
TRAM2-AS1,0.8892,0.11080000000000001,2.082595328770218,7.2077573e-06,1.3883251e-05,0.0,0.25,-1.0419589,-1.0752788,1.1112604,-4.600362,3.2694168,0.0031128405,0.046153847,0.0031128404669260703,0.041025641025641026,0.032451857,0.15509073,False,NK cell vs cDC,NK cell,cDC,0.955460239607589
AC025165.5,0.8892,0.11080000000000001,2.082595328770218,1.4241151e-06,1.2727932e-06,0.0,0.25,-0.28403324,-0.31257725,1.675582,-6.2855854,5.4792976,0.0,0.0051282053,0.0,0.005128205128205128,0.0,0.014929272,False,NK cell vs cDC,NK cell,cDC,0.955460239607589
ZFP36L2,0.888,0.11199999999999999,2.0704727936726264,0.004118886,0.0019315135,0.0,0.25,1.0716848,1.0669727,0.8885557,-2.4443417,4.423906,2.9089494,4.851282,0.8365758754863813,0.8974358974358975,41.82675,19.174435,False,NK cell vs cDC,NK cell,cDC,0.9507819773298184
THG1L,0.8878,0.11219999999999997,2.0684634214485818,3.8007685e-05,6.69786e-05,0.0,0.25,-0.9908082,-1.0264282,0.9854908,-4.3943214,3.7129984,0.028793775,0.21538462,0.027237354085603113,0.1794871794871795,0.35637075,0.69206744,False,NK cell vs cDC,NK cell,cDC,0.9500071430798576
ZNF768,0.8876,0.11240000000000006,2.0664571758972166,1.3442518e-05,2.5267387e-05,0.0,0.25,-1.0485052,-1.0351462,0.93834466,-5.258877,3.0317402,0.007782101,0.071794875,0.007782101167315175,0.07179487179487179,0.14200777,0.25444254,False,NK cell vs cDC,NK cell,cDC,0.9492336887669575
STK32C,0.8876,0.11240000000000006,2.0664571758972166,5.5158627e-05,0.00010760031,0.0,0.25,-1.0424618,-1.028604,0.87903166,-4.136815,2.5908365,0.038910504,0.2923077,0.038910505836575876,0.2153846153846154,0.49967554,0.9323187,False,NK cell vs cDC,NK cell,cDC,0.9492336887669575
CARD14,0.887,0.11299999999999999,2.060457086375625,1.4220332e-06,9.2110236e-07,0.0,0.25,0.68122274,0.5828123,1.6979585,-4.2880077,7.4319344,0.0007782101,0.0,0.0007782101167315176,0.0,0.013871837,0.0,False,NK cell vs cDC,NK cell,cDC,0.9469215565165803
AL360091.3,0.8864,0.11360000000000003,2.0544847329593914,1.6487231e-06,9.890878e-07,0.0,0.25,0.53500766,0.606123,1.634304,-5.740753,5.4904594,0.0007782101,0.0,0.0007782101167315176,0.0,0.005511403,0.0,False,NK cell vs cDC,NK cell,cDC,0.9446216686249999
ZNF461,0.8862,0.11380000000000001,2.0525000604838346,1.3704694e-05,2.3044355e-05,0.0,0.25,-0.8902262,-0.89572096,1.1898773,-4.948535,5.29597,0.014007783,0.071794875,0.014007782101167316,0.07179487179487179,0.18506455,0.2975758,False,NK cell vs cDC,NK cell,cDC,0.9438577379409476
AC021321.1,0.8858,0.11419999999999997,2.048539817990748,2.3997713e-06,1.1374449e-06,0.0,0.25,0.9684167,1.0152655,1.0438972,-3.2342472,4.487509,0.0015564202,0.0051282053,0.0015564202334630351,0.005128205128205128,0.022246504,0.019830644,False,NK cell vs cDC,NK cell,cDC,0.9423338960901709
NUP188,0.8852,0.11480000000000001,2.0426220484803004,5.330766e-05,2.517094e-05,0.0,0.25,1.043703,1.0458775,1.0467291,-2.9934416,5.1194286,0.028015565,0.056410257,0.02801556420233463,0.05641025641025641,0.3785932,0.17580834,False,NK cell vs cDC,NK cell,cDC,0.9400581119380452
UQCRHL,0.8852,0.11480000000000001,2.0426220484803004,2.3873572e-06,4.285762e-06,0.0,0.25,-0.9282538,-0.9160814,1.3293064,-5.773638,5.0671062,0.0023346303,0.010256411,0.0023346303501945525,0.010256410256410256,0.027271736,0.03812652,False,NK cell vs cDC,NK cell,cDC,0.9400581119380452
CERS6,0.8844,0.11560000000000004,2.034773417546928,3.8253867e-05,7.029247e-05,0.0,0.25,-1.1008251,-1.0994844,1.2311509,-6.2472334,2.918787,0.017898833,0.17948718,0.0178988326848249,0.15384615384615385,0.23622338,0.6911368,False,NK cell vs cDC,NK cell,cDC,0.9370421659154896
TMEM255A,0.8844,0.11560000000000004,2.034773417546928,1.0061335e-06,1.1189825e-06,0.0,0.25,-0.3774739,-0.3375969,1.6760474,-6.5494137,6.388937,0.0007782101,0.0,0.0007782101167315176,0.0,0.011007216,0.0,False,NK cell vs cDC,NK cell,cDC,0.9370421659154896
KNDC1,0.8842,0.11580000000000001,2.032818641207124,5.0085765e-07,4.501013e-07,0.0,0.25,-0.058597907,-0.035318375,1.8744727,-6.6390743,7.0548306,0.0,0.0,0.0,0.0,0.0,0.0,False,NK cell vs cDC,NK cell,cDC,0.9362914406085826
FOS,0.8838,0.11619999999999997,2.0289178735350903,0.009041468,0.010873646,0.0,0.25,-0.70443225,-0.5448923,1.7500461,-6.2670174,4.3711905,6.4319067,29.846153,0.8334630350194553,0.9846153846153847,87.5703,118.74087,False,NK cell vs cDC,NK cell,cDC,0.9347938719456882
ZNF296,0.8834,0.11660000000000004,2.0250287508026448,3.958455e-05,6.575671e-05,0.0,0.25,-0.91945213,-0.94445753,1.356027,-5.3668995,4.073139,0.028793775,0.1948718,0.028793774319066146,0.13846153846153847,0.4959328,0.5455783,False,NK cell vs cDC,NK cell,cDC,0.9333014495770046
LKAAEAR1,0.8832,0.11680000000000001,2.0230885308347335,2.858239e-06,3.3140536e-06,0.0,0.25,-0.6311689,-0.6478586,1.6908072,-7.2891064,6.677952,0.0015564202,0.0,0.0015564202334630351,0.0,0.018425306,0.0,False,NK cell vs cDC,NK cell,cDC,0.9325571572236193
MIR646HG,0.8832,0.11680000000000001,2.0230885308347335,3.6550224e-05,3.524678e-05,0.0,0.25,-0.40142614,-0.3335352,1.6569521,-5.8823195,5.8111753,0.021789884,0.10769231,0.02178988326848249,0.10256410256410256,0.34354514,0.40642184,False,NK cell vs cDC,NK cell,cDC,0.9325571572236193
TMEM159,0.8832,0.11680000000000001,2.0230885308347335,5.0681694e-05,2.4191626e-05,0.0,0.25,0.95188457,0.9867902,1.2136263,-5.2496796,6.282982,0.034241244,0.06153846,0.03268482490272374,0.05641025641025641,0.45068377,0.30613196,False,NK cell vs cDC,NK cell,cDC,0.9325571572236193
CDC42BPA,0.8824,0.11760000000000004,2.015356358773485,1.7723307e-06,2.7673277e-06,0.0,0.25,-1.0066329,-1.0095358,1.3692038,-6.5800304,4.402935,0.0,0.0051282053,0.0,0.005128205128205128,0.0,0.011204293,False,NK cell vs cDC,NK cell,cDC,0.9295926782598801
STAP2,0.882,0.118,2.011507358133236,4.9741393e-06,4.496897e-06,0.0,0.25,-0.0085585555,-0.031967163,1.6615899,-6.3895054,6.765996,0.0023346303,0.015384615,0.0023346303501945525,0.015384615384615385,0.022269903,0.25289327,False,NK cell vs cDC,NK cell,cDC,0.9281179926938746
AL390728.5,0.882,0.118,2.011507358133236,5.86751e-06,2.8359107e-06,0.0,0.25,0.8237499,0.8579712,1.4173938,-3.9197044,6.378667,0.0038910506,0.010256411,0.0038910505836575876,0.010256410256410256,0.057345897,0.03889124,False,NK cell vs cDC,NK cell,cDC,0.9281179926938746
REV1,0.8818,0.11819999999999997,2.0095870946899144,0.0001108919,5.545032e-05,0.0,0.25,0.91983914,0.967958,0.80264825,-3.3517447,3.9819307,0.079377435,0.15897436,0.07626459143968872,0.14358974358974358,1.1728867,0.6648248,False,NK cell vs cDC,NK cell,cDC,0.9273825234547636
B4GAT1,0.8818,0.11819999999999997,2.0095870946899144,2.4222398e-05,1.1613151e-05,0.0,0.25,0.9717461,0.96990395,1.2684648,-3.8366098,6.764654,0.015564202,0.035897437,0.01556420233463035,0.035897435897435895,0.24898256,0.14454149,False,NK cell vs cDC,NK cell,cDC,0.9273825234547636
IMPDH1,0.8814,0.11860000000000004,2.005754992872819,0.00011692866,0.00020420786,0.0,0.25,-0.8935545,-0.9124813,0.74984443,-3.5214243,1.990778,0.07470817,0.53846157,0.07081712062256809,0.4358974358974359,1.0346923,1.9063479,False,NK cell vs cDC,NK cell,cDC,0.9259153109717561
EEF1D,0.8814,0.11860000000000004,2.005754992872819,0.0065988814,0.0037657944,0.0,0.25,0.79667115,0.8544533,0.5051085,-1.4796567,2.244503,4.5245137,10.082051,0.954863813229572,0.9897435897435898,63.612865,40.970715,False,NK cell vs cDC,NK cell,cDC,0.9259153109717561
CDCA3,0.8814,0.11860000000000004,2.005754992872819,5.8433266e-06,3.0351985e-06,0.0,0.25,0.8827118,0.8033428,1.5935051,-5.060713,7.670871,0.0031128405,0.0051282053,0.0031128404669260703,0.005128205128205128,0.026538258,0.009869525,False,NK cell vs cDC,NK cell,cDC,0.9259153109717561
AC116913.1,0.881,0.119,2.001934060141778,2.2419725e-05,1.131095e-05,0.0,0.25,1.003524,1.0100236,1.0749997,-3.8775196,5.2893906,0.014785992,0.025641026,0.014785992217898832,0.02564102564102564,0.20771112,0.077651516,False,NK cell vs cDC,NK cell,cDC,0.9244530386074693
LINC01023,0.8808,0.11919999999999997,2.0000277582379224,1.21390585e-05,6.6868456e-06,0.0,0.25,0.79956234,0.8336649,1.495353,-5.3963156,5.530607,0.007782101,0.020512821,0.007782101167315175,0.020512820512820513,0.10568687,0.11000053,False,NK cell vs cDC,NK cell,cDC,0.9237237445957824
OR10H1,0.8808,0.11919999999999997,2.0000277582379224,1.7227364e-06,7.922535e-07,0.0,0.25,0.75433296,0.7371559,1.6040821,-4.471445,5.9096575,0.0007782101,0.0,0.0007782101167315176,0.0,0.011294777,0.0,False,NK cell vs cDC,NK cell,cDC,0.9237237445957824
H3F3C,0.8806,0.11939999999999995,1.9981242199669556,1.7288394e-06,2.3140765e-06,0.0,0.25,-0.57866013,-0.61708736,1.3653514,-6.553442,6.1625214,0.0007782101,0.015384615,0.0007782101167315176,0.015384615384615385,0.015379647,0.05492819,False,NK cell vs cDC,NK cell,cDC,0.9229956732066499
HSD17B4,0.8806,0.11939999999999995,1.9981242199669556,7.042869e-05,0.00012851431,0.0,0.25,-0.9213658,-0.92007446,0.70417273,-3.421484,1.7283039,0.049027238,0.36410257,0.04669260700389105,0.30256410256410254,0.66588664,1.4424534,False,NK cell vs cDC,NK cell,cDC,0.9229956732066499
C1orf115,0.8804,0.11960000000000004,1.9962234358822115,1.4290308e-06,2.2807394e-06,0.0,0.25,-0.6010911,-0.5712967,1.6058973,-7.2518053,4.7773657,0.0015564202,0.0051282053,0.0015564202334630351,0.005128205128205128,0.009687953,0.009679512,False,NK cell vs cDC,NK cell,cDC,0.9222688203476078
TXNDC5,0.8802,0.11980000000000002,1.9943253965842456,2.5580883e-05,5.6079924e-05,0.0,0.25,-1.069347,-1.035686,1.1073161,-6.796445,3.3856192,0.014007783,0.12820514,0.014007782101167316,0.1282051282051282,0.20519999,0.66754645,False,NK cell vs cDC,NK cell,cDC,0.9215431819467074
ZNF783,0.8798,0.12019999999999997,1.9905375149850602,4.3975586e-05,2.1337071e-05,0.0,0.25,0.956275,0.9824109,0.97264546,-3.1054802,4.246022,0.031906616,0.051282052,0.031906614785992216,0.05128205128205128,0.477073,0.17538038,False,NK cell vs cDC,NK cell,cDC,0.9200955323332793
TIGD5,0.8798,0.12019999999999997,1.9905375149850602,1.4968116e-05,7.637066e-06,0.0,0.25,0.81658673,0.8425665,1.3040843,-4.2505302,4.8529816,0.0116731515,0.03076923,0.011673151750972763,0.03076923076923077,0.15696746,0.1250228,False,NK cell vs cDC,NK cell,cDC,0.9200955323332793
PLXNA1,0.8798,0.12019999999999997,1.9905375149850602,6.6250554e-06,3.6856923e-06,0.0,0.25,0.71636534,0.7470741,1.4012463,-4.49971,5.5056887,0.0038910506,0.015384615,0.0038910505836575876,0.015384615384615385,0.04794369,0.049820587,False,NK cell vs cDC,NK cell,cDC,0.9200955323332793
AC017071.1,0.8792,0.12080000000000002,1.9848760461812198,1.54014e-06,1.4965058e-06,0.0,0.25,-0.10496819,-0.08310604,1.7352961,-6.5176783,6.091707,0.0007782101,0.0051282053,0.0007782101167315176,0.005128205128205128,0.009364743,0.016896887,False,NK cell vs cDC,NK cell,cDC,0.9179330657148869
RAPGEFL1,0.8788,0.12119999999999997,1.9811151957461473,4.155781e-06,2.0185325e-06,0.0,0.25,0.95011526,0.9452915,1.1001829,-3.5523682,5.223316,0.0023346303,0.0051282053,0.0023346303501945525,0.005128205128205128,0.036718097,0.0140076615,False,NK cell vs cDC,NK cell,cDC,0.9164973801697327
PLA2G4C,0.8788,0.12119999999999997,1.9811151957461473,2.448256e-06,2.8551424e-06,0.0,0.25,-0.42184624,-0.40852165,1.6698745,-6.1465836,6.335554,0.0007782101,0.0051282053,0.0007782101167315176,0.005128205128205128,0.010002701,0.014626941,False,NK cell vs cDC,NK cell,cDC,0.9164973801697327
LINC01973,0.8782,0.12180000000000002,1.9754939321369454,1.0414794e-06,1.4608538e-06,0.0,0.25,-0.5491241,-0.5704603,1.5041549,-6.2350636,4.9996166,0.0007782101,0.0,0.0007782101167315176,0.0,0.0122360075,0.0,False,NK cell vs cDC,NK cell,cDC,0.9143527117031434
MPP4,0.8782,0.12180000000000002,1.9754939321369454,5.027509e-06,3.0023866e-06,0.0,0.25,0.8068009,0.86006737,1.1900772,-3.7397022,4.552553,0.0038910506,0.010256411,0.0038910505836575876,0.010256410256410256,0.050227225,0.030064922,False,NK cell vs cDC,NK cell,cDC,0.9143527117031434
AC008443.6,0.8778,0.12219999999999998,1.9717596600756981,2.6178207e-06,1.5225315e-06,0.0,0.25,0.2662289,0.1595335,1.6294246,-4.4407616,5.6535225,0.0015564202,0.0051282053,0.0015564202334630351,0.005128205128205128,0.019763015,0.013075485,False,NK cell vs cDC,NK cell,cDC,0.9129287940934646
UBE2T,0.8776,0.12239999999999995,1.9698964685781652,2.0373922e-05,8.597004e-06,0.0,0.25,1.014135,0.9809952,1.2213316,-2.9797592,7.083626,0.015564202,0.03076923,0.012451361867704281,0.03076923076923077,0.1375278,0.113417454,False,NK cell vs cDC,NK cell,cDC,0.9122185821904578
AL353708.3,0.8776,0.12239999999999995,1.9698964685781652,1.5402613e-05,7.1918726e-06,0.0,0.25,0.9494832,0.95428276,1.1822205,-4.9708614,5.665552,0.010116732,0.010256411,0.010116731517509728,0.010256410256410256,0.14085743,0.05567931,False,NK cell vs cDC,NK cell,cDC,0.9122185821904578
