"","DZQV_mDC_rep4","925L_mDC_rep2","9JD4_mDC_rep1","G4YW_mDC_rep3","DZQV_NK_rep4","925L_NK_rep2","9JD4_NK_rep1","G4YW_NK_rep3"
"AL645608.6",-0.795248950018113,-1.26090871164909,-1.26576963482479,-1.25324828146225,-1.24870170764489,-1.26726593482475,-1.25548938518375,-1.27047291590804
"AL645608.2",-1.32988169780203,-1.42744756320702,-1.23691325545537,-1.42181513760271,-1.4184722132295,-1.43212178981225,-1.42346293670471,-1.43447976213568
"AL645608.4",0,0,0,0,0,0,0,0
"LINC02593",-0.0808703284631409,-0.90354284776129,-0.904592012543967,-0.901584529155523,-0.899724648998459,-0.904904432486036,-0.902310324300905,-0.905557597555992
"SAMD11",0.950994795927362,0.764845904947452,1.08013840034622,1.27143019717459,0.773105043151329,1.93292136332428,1.25886153000233,1.06129923237815
"NOC2L",10.5482723943695,9.64074373989177,10.150577655424,10.304783909779,10.1882601083697,9.92380875907742,9.90008141795855,9.88236354692512
"KLHL17",3.62271296428571,6.21999159666257,5.31049328889734,4.9123076403612,5.25224445602974,5.63098591866083,4.83244541310657,5.82873016379073
"PLEKHN1",2.42794918205758,1.85497218067325,4.19675688664204,4.90164586588558,3.99277863873199,4.00080689487199,4.42694288297938,4.24273989352731
"PERM1",-2.11595013995399,-2.1161225366853,-2.1173267062256,-2.11422486079883,-2.11309856328174,-2.08499789810901,-2.1147800369949,-2.11849182396459
"AL645608.7",0.77398460847029,1.52646522800809,0.252883121613865,0.260186129178429,0.842097076250838,0.252073776641932,0.258807933883517,0.250383182603027
"HES4",-1.62833690142969,-1.76913764090499,-1.7717233426412,-1.76506277962488,-1.76264429173926,-1.77251927900307,-1.76625490416054,-1.77422518881801
"ISG15",8.44300000027064,6.39374806107498,7.28040470603306,7.16332730628369,7.6801731546407,5.99595284181015,6.45127597708666,6.86503442068574
"AL645608.1",-0.884314595883119,-0.884380908914764,-0.884828053884821,-0.738052534913153,-0.729018030373772,-0.658723478668697,-0.883848777841042,-0.76861378202665
"AGRN",5.42022247438008,4.53656786079928,4.84518675468144,5.15142726175411,3.9170526545658,3.72652084882895,3.34816804601908,2.12146720216218
"AL645608.5",0,0,0,0,0,0,0,0
"AL645608.8",0,0,0,0,0,0,0,0
"RNF223",-0.543484866602696,-1.15780369376015,-1.16370276378895,-1.14850722630129,-1.14298964119033,-1.16469015604231,-1.15122696230967,-1.16505863007449
"C1orf159",7.67965422610792,7.23429130761669,7.17237628272689,7.80584383299311,8.41729927922388,8.51974203392985,7.86608097292888,8.00716251187019
"AL390719.3",0.656406587864967,0.654961190946684,0.514313987984156,0.803584463159263,0.937770544389898,0.75555171340037,0.795497624090747,0.842072930622226
"LINC01342",0,0,0,0,0,0,0,0
"AL390719.2",-2.11575932202168,-2.11592377412541,-2.11707245143874,-2.11411354959647,-2.11303915569872,-2.11742603980082,-2.11464314138565,-2.08699130151776
"TTLL10-AS1",-1.01869922700479,-1.01883972196369,-1.01979081356039,-1.01366138745418,-1.00620382194917,-0.14670740341495,-1.01732266173604,-1.02066190803523
"TTLL10",0.570717894308217,0.570167684139247,0.566432131225086,0.576440709032262,1.63465201273369,1.81444033969369,1.38001444556023,0.562993851338764
"TNFRSF18",1.23121353962621,1.22225721626832,1.60189481528063,1.32051668327635,7.31598787591898,6.61397640116083,7.13981529493062,7.50522854765768
"TNFRSF4",1.23064574533047,1.22570949366893,1.59452919375714,1.28030740102039,4.32956423452626,4.11467366419212,5.14676210561181,4.89586272096848
"SDF4",9.9006136804467,9.30003173504874,10.3301198410132,8.68544344341347,8.57616892260207,10.6602872386857,10.3327364408153,10.879392569103
"B3GALT6",5.5771836652985,6.28478111110956,5.59603996403561,4.42606043196359,4.66203561629137,2.88450196091441,4.39028835104652,4.57663735290281
"C1QTNF12",-1.76859498277152,-1.62991078400397,-1.77152182716277,-1.76492670778702,-1.7625319828553,-1.77230994301861,-1.76610711905318,-1.77399909134529
"AL162741.1",-0.991535002391151,-0.621471874178847,-0.858077710961725,-0.985060284647147,-0.979786030711461,-0.992248411028352,-0.987660077501767,-0.86641004890362
"UBE2J2",9.3247917567457,8.78972173768843,9.30540298576908,9.15554287737155,8.95232807601517,8.86192136309084,8.63047346843171,9.16509906742546
"LINC01786",1.23241899259341,1.52544105436106,1.41305384586384,0.965399947724106,1.133139748856,1.20741083374767,1.63512223247343,1.1965959605994
"SCNN1D",5.14613510115565,4.16571322978864,4.78117638644985,4.34115874723125,5.51284014595683,5.05954398062152,5.04415523364093,4.70743464339948
"ACAP3",6.82504970452305,6.00669344171717,8.32760206318779,6.15281759087458,5.24002888920815,7.63140998988516,5.87018354887595,6.09221750967469
"PUSL1",6.74340596138802,6.45743337332324,6.96192030783218,6.48603883389966,6.52535402907878,5.56828504057966,6.97079618360071,6.43279961841975
"INTS11",10.6532850845969,10.329474049726,10.1616590441387,10.7253506113357,10.6119109700951,10.2014629392158,10.3671380784921,10.4141594482655
"AL139287.1",0.814120718168406,1.60913196059911,1.22042087938238,0.818010154135151,0.8207184034006,1.48694451823067,1.14538240536436,1.38479909992762
"CPTP",5.58691085924551,5.43373852584347,6.89406345036317,5.86558705514912,5.99618173031515,7.20396797891483,6.52014339007968,6.48790216194002
"TAS1R3",1.61615904909049,2.70050061096199,1.58951980766515,3.32344573201118,4.51734201026861,3.8873503042628,4.44509249369672,3.18561612684249
"DVL1",4.52881552351763,5.19943761444111,5.57813653382265,4.03369585516464,3.76458410304211,4.94804276935867,3.34039335265841,4.33016137547635
"MXRA8",0.38081920226988,0.769112009782238,0.483767818342354,0.242955160094211,0.542242782779655,0.239743586210973,0.517951808019385,0.239085413677838
"AURKAIP1",6.91799909790729,7.34874256690681,7.1683626715528,7.31207951398931,7.20380914093355,6.91170005975912,6.66001775091754,7.61558581661289
"CCNL2",10.9054071206995,10.7253955199747,11.4236368426229,10.9906344327057,11.388665207362,11.8828743240325,11.6271039446517,11.9562856353232
"MRPL20-AS1",8.54481847584499,7.17106798006824,8.59894024727525,8.87255881947618,9.02292444290407,9.09774652713337,9.08347494743549,9.61168798727274
"MRPL20",7.72597379979164,8.37930102583334,7.89789496363624,7.87121458384138,7.96206155069462,7.88782097168638,7.71744401862841,8.07423625016309
"AL391244.2",0.852772153693408,0.633770402212159,1.36885421911585,0.640414337642397,2.07474858342048,0.628632878630855,0.638418502415003,1.51228490789773
"ANKRD65",4.42989589443359,3.34063127839003,3.21002678125947,4.3273079099374,1.27373573109522,1.53601296717212,1.23958011110159,1.16699509279709
"AL391244.1",0,0,0,0,0,0,0,0
"TMEM88B",0,0,0,0,0,0,0,0
"LINC01770",0.316384195057949,-0.463648603402454,-0.662510937119592,-0.659066854302213,-0.6576955604195,-0.662891124626828,-0.659718645618087,-0.663684293032122
"VWA1",0,0,0,0,0,0,0,0
"ATAD3C",1.77022282353479,1.49523615362659,1.94106336868705,1.67513938217406,2.32189963292424,1.47760320742947,2.01243954307869,2.06867882617471
"ATAD3B",6.33366095044613,7.77347402326246,7.19548211990292,7.0095195532174,7.55398380061868,7.73915939004262,6.88576885004514,7.48773219969272
"ATAD3A",6.4028441687118,6.76152304319367,6.19871088688165,6.10456973543093,6.31851790154305,5.94096169520814,5.78033002302444,6.48612260144828
"TMEM240",0,0,0,0,0,0,0,0
"SSU72",10.2190122378516,9.73328911048682,10.3577652883562,9.74262884275617,9.90400817500735,9.87449344198974,9.3297760952172,10.3033061794759
"AL645728.1",4.3934113215873,4.71032092184754,3.68442625755334,4.7478088192281,2.19265633189657,3.77785479394019,2.77539080598204,2.26169899775886
"FNDC10",0.42366319102366,1.34351555694398,1.15058694251586,0.926245236530642,0.429707833830674,0.420322436570565,0.426052388285099,0.582174162635095
"AL691432.4",2.83196403143856,2.94918601900815,1.46810706651688,1.49270920997969,2.72563128734534,3.0371561044707,1.48811470673207,2.72282214953989
"AL691432.2",5.31011099265572,5.06294026964742,5.28770472447572,5.09619655633998,3.20372313863796,4.2749226941991,5.15088477325694,4.84996420087636
"MIB2",3.4826338659059,4.88290601391231,6.51102539826897,5.34596499392964,7.14898552335295,7.32187029744088,6.7553407081629,7.72655990274922
"MMP23B",1.79497643931022,1.56557290124774,2.09258979076514,2.17714345964921,2.68013908910172,3.07419210256868,2.9880817476493,3.03779819272884
"CDK11B",7.39408037737121,7.58434990790472,7.04358396067415,6.77036492473122,7.2343798336387,7.99712715393153,7.56840717604156,7.93789433073995
"FO704657.1",-2.11604210437627,-2.11621833400783,-2.08402278945419,-2.11427846705247,-2.1131271285384,-2.11782818709251,-2.11484598649287,-2.11864029770226
"SLC35E2B",8.79163872502125,8.50628172313039,9.0702002296095,8.98544738625415,10.0964552215446,9.95717274070424,9.9820001785476,9.97874815101373
"CDK11A",7.47290442764326,7.60428733195864,7.43382827126318,6.92836265349116,7.41666556281096,8.22439437512203,8.06656929275952,8.04755204849791
"SLC35E2A",5.44577002362019,7.94694608934585,6.07158121398525,7.07247695922737,7.44966469611768,8.88537554518049,6.92848382489849,8.17191393510372
"NADK",10.8598902836256,10.2289715107875,10.57204217064,10.8989878602383,9.09050397637457,9.7195602719791,9.46155792835176,9.52859493464522
"GNB1",10.0163626233731,11.1937670968338,10.0036680519067,9.85114640909588,9.41975764429858,8.81245985212357,9.27564037766734,9.57134526707381
"AL109917.1",-1.18262136649558,-1.1834069638373,-0.629769912032604,-1.17475941512482,-1.16962697248105,-1.1905833750501,-1.17728930615296,-1.19138667773804
"CALML6",-0.692592100812206,-0.54057388200129,-0.693397892969278,-0.691502250635561,-0.243702692902264,-0.433534479303453,-0.691862949303086,-0.694037928098501
"TMEM52",-1.05395886508198,-1.05500351496505,-1.05630905096726,-1.04350441705377,-1.03667953957149,-1.05656925196745,-0.236292403933924,-1.05711176737395
"CFAP74",0,0,0,0,0,0,0,0
"AL391845.2",0,0,0,0,0,0,0,0
"GABRD",-1.76998069624872,-1.77037647079403,-1.77314090634136,-1.76601993917423,-1.76343427595246,-1.77399186093575,-1.61715680560671,-1.77581568990523
"AL391845.1",0,0,0,0,0,0,0,0
"PRKCZ",3.64430775065796,4.74374234091817,3.98170159108676,3.84716491204307,5.86894198347207,6.13168224444371,4.65955102719863,5.88772843530911
"AL590822.2",0.536364033255192,0.535930589959656,0.532992464143309,0.540882694045757,1.0974805059898,0.714513938187165,1.62645803279849,1.42355245095361
"PRKCZ-AS1",3.22592364348628,1.87129671067925,2.98533329739575,3.38812001606418,3.06125431806342,3.65075286536536,4.15281325896826,4.23193136100408
"FAAP20",6.59421913400289,6.52974124311593,6.67612220484978,6.02141860900925,6.51460952497899,6.44859745212665,6.76878490720307,6.88582645429022
"AL590822.1",-1.76854407717808,-1.76890955222205,-1.77146234955376,-1.76488654567908,-1.76249883431441,-1.70292640645289,-1.69674174905065,-1.77393235843183
"SKI",4.42409175879144,5.26438313556923,4.6148405582781,4.47671154050231,5.14446744540036,5.61243888862389,4.9308898241811,4.94846099163264
"AL590822.3",0.43204008895681,0.431517381878478,0.427968097772282,0.437475792279532,0.441228162255474,1.26087763259723,1.87412534853752,1.03731997338064
"MORN1",6.52840089954777,5.78295718833847,6.08856776630317,6.35027267656441,6.30057098657221,5.96075262278324,6.40035103112902,5.71525041345502
"AL589739.1",0,0,0,0,0,0,0,0
"AL513477.2",3.09267211705407,2.81598921695264,2.77110128247866,2.61145504067278,3.08478768178512,2.27930462853061,2.94363488203093,2.12915594750583
"RER1",10.0019304609351,9.83212711896437,9.72356351419199,9.90771904231012,10.113145761649,9.62602632226981,9.69889026660258,9.91408828628159
"PEX10",6.45186719569072,6.60089943394045,7.22185031936771,7.58258404480775,6.02935718243374,6.50483342104501,6.52726411172999,6.75190599769506
"PLCH2",1.69617667392544,2.31204471204893,1.17877876107798,1.79086438071561,4.91288752625225,7.55554191003346,6.7084963010897,6.50514703757887
"AL139246.1",-0.843166180629943,-0.843271680845184,-0.843984351891063,-0.842060780357072,-0.837418155857052,-0.570002747497606,-0.298618222333429,-0.844634755732299
"AL139246.4",-2.11595013995399,-2.1161225366853,-2.1173267062256,-2.11422486079883,-2.11309856328174,-2.08499789810901,-2.1147800369949,-2.11849182396459
"PANK4",8.12301789842146,8.56252390895571,8.02513563854363,8.46720128044637,8.97037369114149,8.61227003036798,8.47422962249728,8.46112609190406
"HES5",0,0,0,0,0,0,0,0
"AL139246.5",4.49867860506324,4.02793509644009,3.96200629869483,2.57273517611621,2.80627403725857,3.73518243743085,4.00104169218449,4.41044447489587
"TNFRSF14-AS1",5.80581608191197,4.53698867453272,5.44293171507371,4.98051568337196,6.70276406989639,6.74317744630902,6.55073502583955,6.81470185480979
"TNFRSF14",11.0711390767463,10.7479558756328,10.6129382024817,11.0541703542362,11.3986877772635,11.0467752575541,10.7865547835762,11.2129938353588
"AL139246.3",2.4962002769304,0.80837610756162,0.803221646351562,1.42234913790925,0.822408211325195,0.801683674091885,1.76685722279344,1.54440829351426
"PRXL2B",7.20358138401493,7.36615804174625,7.55849318982709,7.94004582259828,8.1721826796586,8.09280004766227,7.65037364644214,7.71254421586363
"MMEL1",0,0,0,0,0,0,0,0
"AL831784.1",0,0,0,0,0,0,0,0
"TTC34",4.56565428239526,2.09553791456933,2.61518099572387,1.48410179122054,1.5143082078315,4.88089366617098,3.49443793048557,4.99452310837588
"AC242022.2",0,0,0,0,0,0,0,0
"AC242022.1",0,0,0,0,0,0,0,0
"AL592464.2",0,0,0,0,0,0,0,0
"AL592464.3",0,0,0,0,0,0,0,0
"AL592464.1",0,0,0,0,0,0,0,0
"AL589702.1",0,0,0,0,0,0,0,0
"ACTRT2",0,0,0,0,0,0,0,0
"PRDM16-DT",0,0,0,0,0,0,0,0
"PRDM16",-0.0387067851756064,-0.039182925475602,-0.0424262248714431,0.223556836047926,1.31592428381907,0.490015955590198,-0.0353965226251461,-0.0454279859092255
"AL008733.1",0,0,0,0,0,0,0,0
"AL590438.1",0,0,0,0,0,0,0,0
"AL354743.2",0,0,0,0,0,0,0,0
"AL354743.1",0,0,0,0,0,0,0,0
"ARHGEF16",0,0,0,0,0,0,0,0
"AL512413.1",0,0,0,0,0,0,0,0
"MEGF6",5.19480354036803,5.90524910518721,5.23536548732391,5.83453660706811,4.60959913701313,4.95934326640581,4.70117026040678,3.55756173955882
"AL513320.1",-2.11575932202168,-2.11592377412541,-2.11707245143874,-2.11411354959647,-2.11303915569872,-2.11742603980082,-2.11464314138565,-2.08699130151776
"TPRG1L",7.25870559489998,7.1888232474751,6.69334309020369,6.02941694090517,6.99880909617931,7.16117935537402,7.04936694259181,6.53419346551864
"WRAP73",9.80065694015604,9.26731894925977,9.18487269245952,9.79757853765707,9.58082232115394,9.31653076226087,9.7694992683234,9.72984606522773
"TP73",3.55463165065571,4.60893203865059,3.41327352093141,3.84257736840427,4.07389539221199,4.05523191645843,2.56647098270139,3.62334862630875
"AL136528.1",0,0,0,0,0,0,0,0
"AL136528.2",0,0,0,0,0,0,0,0
"CCDC27",4.47228849369981,4.36297685223982,5.04902883881482,4.03927272451975,4.59888273959993,5.30578852619236,4.49542016092639,5.49587727361742
"SMIM1",-0.171853622126626,-0.173161742118047,-0.308240934277155,-0.30637433683108,-0.305621256351541,0.0155448185116163,-0.0407641428739946,-0.190168226565335
"LRRC47",8.34789494179032,8.4615694846147,9.07082034797639,8.23480836123306,7.52647472957953,8.92168907831678,8.85387512419702,8.87079228342408
"AL365330.1",1.62050478364358,1.39721757613221,2.4870281374546,1.40923516403035,2.92723218812638,2.39840237304162,2.11076745408708,2.68970091127532
"CEP104",8.2426490523105,7.95381929243331,8.60559239744412,8.31693271817721,7.95744417750172,8.52330797288032,7.78292064728726,8.13522265376972
"DFFB",7.8920875544948,7.10630843502466,7.72493505160032,7.89901308744491,8.30227592995542,8.24826925874686,8.26324095086847,8.40919475057901
"C1orf174",9.1907749639734,7.51689852909485,9.50680775767618,9.29405781348099,10.416477452771,9.58658481563566,9.84522419455217,9.70055597189685
"LINC01134",0.604638801716084,0.948214560360226,0.601380391464284,1.12226115915552,0.612042459213816,1.41967772394223,0.607567947737581,1.65498401931818
"LINC01346",0,0,0,0,0,0,0,0
"LINC01345",0,0,0,0,0,0,0,0
"LINC02780",0,0,0,0,0,0,0,0
"AL805961.1",0,0,0,0,0,0,0,0
"LINC01777",0,0,0,0,0,0,0,0
"AL355602.1",0,0,0,0,0,0,0,0
"Z98747.1",0,0,0,0,0,0,0,0
"LINC01646",0,0,0,0,0,0,0,0
"AJAP1",0,0,0,0,0,0,0,0
"Z98886.1",-1.00330164465277,-1.00344485525592,-1.00441521379731,-1.00111673046623,-0.99956162888711,-1.00470352217719,-1.00187341757746,-0.143928363160842
"BX005132.1",0,0,0,0,0,0,0,0
"LINC02781",0,0,0,0,0,0,0,0
"LINC02782",0,0,0,0,0,0,0,0
"AL139823.1",0,0,0,0,0,0,0,0
"Z98259.3",0,0,0,0,0,0,0,0
"Z98259.2",0,0,0,0,0,0,0,0
"Z98259.1",0,0,0,0,0,0,0,0
"AL365255.1",-1.76673553550666,-1.76706287713608,-1.76934931735119,-1.76345962832693,-1.76132104912269,-1.7079643673829,-1.76451377987178,-1.70947284020851
"NPHP4",7.33071763091777,6.67541920418206,7.67747682131194,7.32405030540516,6.71259918387577,5.58797929703733,6.34953756946736,6.86902315615163
"KCNAB2",12.1044444826888,11.6833097451136,11.9556498830388,12.0447628574799,12.4549124353351,12.3419426156048,12.0756760910661,12.3476688317449
"CHD5",-0.709096841291958,-0.709172658036244,-0.709683930717916,-0.561621862327949,-0.707742099078487,-0.390744919311394,-0.446035378223204,-0.710149192565289
"RPL22",10.099164278264,10.8288288821504,10.2018809540849,10.0417557110968,8.70101808702834,9.02257269898513,9.11239082463832,8.88930041105748
"AL031847.1",0,0,0,0,0,0,0,0
"RNF207",1.84513492832758,3.48061837156869,2.77649934719827,3.09060932538961,2.69672303071337,3.09856005922153,3.69939037441461,3.79036138583181
"ICMT",9.29206929245457,8.37557296381635,8.7761444679242,9.09212406684138,8.24758305235889,9.76667932937127,9.28910157180823,9.58519341236976
"LINC00337",-0.335771456656371,-0.336001057137411,-0.153846927443513,-0.333374307573388,-0.107676540029563,0.705461157771826,-0.334165627429046,-0.338980502782096
"HES3",-2.11604210437627,-2.11621833400783,-2.08402278945419,-2.11427846705247,-2.1131271285384,-2.11782818709251,-2.11484598649287,-2.11864029770226
"GPR153",2.96792720726942,1.77443422126378,1.39066735652284,1.45835412543582,3.74896329853022,4.94293909657577,4.24359797625485,3.18252089519095
"ACOT7",6.87840590171944,6.2472051587046,6.61992323805086,4.71580155760863,7.98383565769004,6.28120140705565,6.9794546407835,6.62929595080706
"AL031848.2",0,0,0,0,0,0,0,0
"HES2",0,0,0,0,0,0,0,0
"ESPN",-1.24517504305844,-1.24578799616206,-1.25006939669325,-1.23904084779422,-1.23503631967205,-1.1369760931148,-1.24101476557009,-0.956367648283744
"AL031848.1",0,0,0,0,0,0,0,0
"TNFRSF25",5.4815244401736,6.40785722619809,6.64329080051303,6.85216157848397,8.16221047187902,7.73685305351257,8.3188873072964,8.2791360280565
"PLEKHG5",-0.374082911262062,-0.374311471657329,-0.375859342019824,-0.371696983137755,0.0357393296480523,-0.376318969495961,-0.372484525860482,0.645684582964776
"NOL9",7.85804791460717,7.80872550129418,8.78522133202331,7.77125179355743,8.67926607377048,8.71401995356044,9.09717484474014,8.78810840338546
"TAS1R1",0.41748433474593,-0.431313617633483,-0.432577478027827,-0.429174108983121,-0.427815375718495,-0.432952367390707,-0.429819201276106,-0.0176355706881248
"ZBTB48",9.08517931997668,9.29177994193191,9.14648999120007,9.41489614346613,8.78637344925071,8.96529115247745,8.77816094529985,8.66982089474544
"KLHL21",9.01202686658925,8.95302277557659,9.32019136272826,9.46386344098215,7.85525796672428,10.1406589067807,9.54592883082411,9.65737931563211
"PHF13",4.93696637720719,5.37716517010836,6.2650777790899,5.69894944760236,6.73229469014731,7.28379147334704,7.61416250468743,7.4583717190316
"THAP3",6.88714668674429,6.8843619216512,7.01418894309909,7.26602473263623,7.33640616885493,6.7508887616361,6.88973313967679,7.37849429492788
"DNAJC11",9.26914542029866,8.90505124076301,9.03892877110358,9.3814370353267,8.96326525379884,8.83431469376658,8.84370134855309,8.74255215162152
"LINC01672",0,0,0,0,0,0,0,0
"AL591163.1",0,0,0,0,0,0,0,0
"CAMTA1-DT",-0.46037576292826,-0.595346603996543,-0.362187701353155,-0.323531219161507,-0.437749894032166,-0.596071364770643,-0.59468098092552,-0.596415147690141
"CAMTA1",6.09387347454781,7.20348325630296,6.77258994531726,6.61657283746219,6.1101515363895,6.7541676921123,6.21822231133429,5.6628875138389
"AL512330.1",0,0,0,0,0,0,0,0
"CAMTA1-IT1",0,0,0,0,0,0,0,0
"Z97987.1",-1.43136998624112,-1.43194404736412,-1.43595379228984,-1.42562500672919,-1.42187456661018,-1.43718808073986,-1.10081726783206,-1.43983349924594
"AL365194.1",0,0,0,0,0,0,0,0
"AL359881.3",0,0,0,0,0,0,0,0
"AL359881.2",0,0,0,0,0,0,0,0
"AL359881.1",-1.12262311013875,-1.42935135374234,-1.43310987295802,-1.42342822494211,-1.41991276410465,-1.43426682856069,-1.42516107096686,-1.43674650157551
"VAMP3",11.0050167231667,11.0570813922514,10.5866075164281,10.8893470340294,9.79223325370055,9.54178884592208,9.4337756572861,9.51806446406076
"Z98884.2",1.34057737596425,1.59225037748362,2.28101023579585,2.39704780512505,3.1809706910942,3.25749893453535,1.3503423715274,2.02009489269643
"PER3",5.98655990326569,7.08380266743089,7.27410524703223,6.44831353793033,7.13168437216136,7.75294794739504,7.95486772995665,8.43059391834858
"Z98884.1",0.394679571640767,0.393332938893471,0.699608936644874,0.40847644002621,0.417789529664856,0.381307310963335,2.56553310934307,2.48039365547402
"UTS2",3.0080464076929,1.65822439982265,7.49685492175731,7.52304794681825,4.5828820034372,5.04839828587719,8.74658846526005,8.69512008446523
"TNFRSF9",6.14485867896062,6.62113526553984,4.26244824738039,5.37340291077454,6.99342376603176,6.14229179071155,1.84841465844986,4.29810730974623
"PARK7",10.0963190838581,10.112460193429,10.0044090451154,9.83410203387429,9.08734362136486,8.81511255161423,9.03699437477761,9.14627825369568
"AL034417.4",0.721108204128715,0.719853633596353,0.711274577334552,0.734024436149652,1.50983791203297,2.37616384818324,1.03719364521144,3.02775322241207
"AL034417.3",-0.774749094088673,-0.774860090290244,-0.775609924405604,-0.773586191787991,-0.772774218907884,-0.775831956870199,-0.45960871786847,-0.227634512487242
"ERRFI1",4.06807696309544,3.46286251457894,3.39322033270285,4.5738786523061,4.24687103869185,6.30349083852215,5.79196304338231,4.55286042911082
"AL034417.2",0,0,0,0,0,0,0,0
"LINC01714",0,0,0,0,0,0,0,0
"AL358876.2",0,0,0,0,0,0,0,0
"SLC45A1",2.57737904443995,1.81433336831207,2.75444631572196,2.78173051214088,3.05727267143498,4.9494892287792,2.4802905245279,2.4709904305796
"RERE",9.24394209349859,9.57888697954106,8.67966836424328,9.02915660559935,7.54736985875496,7.91819477095734,7.44482234891001,7.42351137228454
"RERE-AS1",3.19193129307045,2.76682526927521,3.4695043843318,4.02069768087021,2.49122916789655,2.35181284201684,2.07793420224784,3.25887575957907
"AL357552.2",4.27364723083388,4.99399482083052,4.34866129086071,4.19096874222201,4.65669622196957,5.08543592383468,4.95242774835396,5.55407502000483
"ENO1",14.3597639540279,13.9530964708692,13.939855516956,14.2400216426902,13.1303417696974,12.7197379727042,12.8270601980763,12.7588309908863
"ENO1-AS1",0.688619075701385,1.01254671230421,1.21861805003844,1.1788759951481,0.695449051205436,0.684845286046739,1.0352658813817,1.69254759929621
"CA6",-2.11672800192633,-2.11693288469924,-2.11836396516458,-2.11467761515469,-2.11333908073662,-2.11880448348236,-2.0764761151537,-2.11974863499745
"SLC2A7",0,0,0,0,0,0,0,0
"SLC2A5",0.111129403872986,0.11064783556937,1.50045735701631,1.19707934478994,0.119581662983189,0.106400628261794,0.114485975792177,0.104360443026872
"GPR157",5.42157274777798,5.13614261915945,6.83519358937884,5.76969206234772,1.69819772660427,4.07031364050145,2.3499242538452,3.40823953380129
"MIR34AHG",1.07951931667289,1.0762448160937,1.05359623366818,2.53205459101529,4.2051121485417,4.24341154523968,3.43155597718773,1.03206902638382
"LNCTAM34A",0,0,0,0,0,0,0,0
"H6PD",7.95084805438939,8.41551364973454,7.74468634585355,8.20940881308005,8.42349033884656,8.48615444644565,8.64038605971927,8.6855589219119
"SPSB1",1.99176123672419,3.107181600538,1.53844814197891,1.56607765959225,3.12762726776639,2.63453843404233,3.37722494085371,2.6032184436075
"BX323043.1",-2.11575932202168,-2.11592377412541,-2.11707245143874,-2.11411354959647,-2.11303915569872,-2.11742603980082,-2.11464314138565,-2.08699130151776
"LINC02606",-1.43087901978329,-1.43138821105098,-1.43494484817563,-1.32920200007721,-1.42245659825794,-1.43603965999164,-1.4274230017686,-1.24636526038461
"AL928921.1",0,0,0,0,0,0,0,0
"SLC25A33",7.00699775792591,5.9041200440138,6.95837853640098,6.15515112274122,3.81595173791418,5.18627473245494,5.9239516248622,5.09770577587863
"TMEM201",6.07298089666527,5.88045338036358,6.51937357020541,5.87354928081882,5.51262569384884,5.53423003790606,5.53974394518748,5.8886487155075
"PIK3CD",12.0815612810361,11.6230796242777,11.6074953622296,11.9277835873729,12.4462699418824,12.4308083797344,12.4081040049589,12.3653666137988
"PIK3CD-AS1",4.1402519488346,4.12998030235203,2.09198499374966,4.33892439334749,1.87664738647422,5.07674068637185,4.95056502143718,4.08238486452598
"PIK3CD-AS2",3.19109183688523,3.26699386902902,2.71947528035117,3.17298418314654,2.99996627139392,3.9808022660498,4.13704690478775,3.86327275950079
"CLSTN1",8.50212967359097,9.42759888083171,8.98958343304519,8.69187124972806,8.98702006700468,10.0339286006321,9.40180225931186,9.72289288636173
"CTNNBIP1",7.70246964099619,7.79848551841046,8.22636027968556,7.73366643285131,6.30976183886864,7.00190519991305,6.86414059383269,7.68965537640546
"AL357140.1",0,0,0,0,0,0,0,0
"AL357140.4",1.81001780900192,3.57058390640952,3.15364530171724,2.8116247501321,2.30486478774542,3.1962881641921,2.97624923442453,3.31785788301088
"LZIC",8.39592371078122,7.9212516421387,8.22054530873221,8.46512214566674,8.97729498998622,8.36108246527708,8.20372292651562,8.08047060248512
"AL357140.2",1.80909888484519,0.977664442622721,1.28162601646272,1.58511537665897,1.61485818235937,0.973527188638011,1.76388858839123,1.12990226822378
"NMNAT1",7.19506600794256,6.95542737017441,7.57364810797076,7.41847141491013,6.82801008041346,6.24454715382951,6.13452967053515,6.59171430356812
"AL603962.1",0,0,0,0,0,0,0,0
"RBP7",1.16512460834126,1.25363789161819,0.442429026711818,1.48373104455906,0.452892544030234,0.441599951413584,0.448504721121895,0.439868827432341
"UBE4B",8.59552400240537,9.70787283924625,8.98376383409921,9.07198187904769,9.16764596786609,9.14506137426594,9.73679335520993,9.21174540182129
"KIF1B",7.93311927669759,8.17280732650088,8.63700964362028,7.64510057113825,7.80280135859171,9.35332749500705,8.78424824600769,8.75392860466229
"AL139424.3",1.76096562703314,1.45257370637234,1.31418436666055,1.60455582472103,1.62843030414205,1.92419520560035,1.59307375712927,1.30413228684712
"AL139424.2",0.582448338050207,0.582033359006254,1.67780303803745,1.22260728182484,0.589779775367513,1.23117491907887,0.585348954068122,0.887311394036783
"PGD",11.5175309905564,11.391597533852,11.1507217919066,11.8506294175479,9.91081000497921,9.57280283354299,9.41851714969402,9.01752304347478
"AL139424.1",-2.11575932202168,-2.11592377412541,-2.11707245143874,-2.11411354959647,-2.11303915569872,-2.11742603980082,-2.11464314138565,-2.08699130151776
"CENPS",4.32484761934813,3.6191336901924,4.44053900997688,4.28565933884725,4.24581960683152,3.04175086713799,4.8781655692214,4.22095985379373
